AboveState,WhitePopulation,Non_ENL,Paid_Lunch,Corp Type
0,0.4153846153846154,0.6994871794871795,0.37948717948717947,0
0,0.94579945799458,1.0,0.5203252032520326,0
0,0.974025974025974,0.9948051948051948,0.5064935064935064,0
0,0.9333333333333333,0.9941176470588236,0.4764705882352941,0
0,0.8842975206611571,0.9972451790633609,0.48484848484848486,0
0,0.9242105263157895,0.988421052631579,0.4263157894736842,0
0,0.925754060324826,0.9953596287703016,0.5104408352668214,0
1,0.9742574257425742,1.0,0.6217821782178218,0
0,0.8421052631578947,1.0,0.3684210526315789,0
1,0.9322033898305084,0.9966101694915255,0.49322033898305084,0
0,0.9378640776699029,0.9980582524271845,0.3883495145631068,0
0,0.9612068965517241,0.9971264367816092,0.5,0
0,0.85,1.0,1.0,2
1,0.84688995215311,0.9976076555023924,0.49760765550239233,0
1,0.7604908946951703,0.9912905779889153,0.7007125890736342,0
1,0.8600531443755536,0.9902568644818424,0.7714791851195748,0
1,0.7820738137082601,0.9859402460456942,0.7398945518453427,0
1,0.8092307692307692,0.9861538461538462,0.7369230769230769,0
0,0.49213943950786054,0.9600136705399863,0.9829118250170882,0
1,0.7425360028099754,0.980330172110994,0.6961714085001757,0
1,0.9051172707889126,0.9936034115138592,0.5852878464818764,0
1,0.9423076923076923,0.9985207100591716,0.6375739644970414,0
1,0.9085239085239085,0.9916839916839917,0.49272349272349275,0
0,0.89419795221843,0.9897610921501706,0.3822525597269625,0
1,0.9301397205588823,0.9940119760479041,0.5429141716566867,0
1,0.9517241379310345,1.0,0.7120689655172414,0
0,0.875,0.9960191082802548,0.7404458598726115,0
0,0.9025641025641026,0.9807692307692307,0.5602564102564103,0
0,0.6510432416087087,0.9733897792561234,0.6622316298760206,0
1,0.9257425742574258,0.9801980198019802,0.44554455445544555,0
1,0.9462151394422311,1.0,0.5159362549800797,0
0,0.88,0.985,0.3983333333333333,0
0,0.5825,0.77,0.3825,0
1,0.955456570155902,1.0,0.46547884187082406,0
1,0.9052523171987642,0.9773429454170958,0.709577754891864,0
0,0.9651898734177216,1.0,0.4651898734177215,0
0,0.9683544303797469,0.9936708860759493,0.4409282700421941,0
0,0.9305555555555556,0.9936868686868687,0.43813131313131315,0
1,0.8978185993111366,0.9931113662456946,0.5086107921928817,0
1,0.7041123370110332,0.9725175526579739,0.6874623871614844,0
0,0.6195848375451264,0.970216606498195,0.30415162454873645,0
0,0.24091945955430777,0.8713809440252676,0.3249692928583962,0
0,0.8752362948960303,0.9810964083175804,0.4933837429111531,0
0,0.908183632734531,0.9820359281437125,0.41916167664670656,0
1,0.925569176882662,0.9877408056042032,0.4010507880910683,0
0,0.9597197898423818,0.9912434325744308,0.5849387040280211,0
1,0.9139072847682119,0.9850993377483444,0.5993377483443708,0
0,0.9402985074626866,0.9888059701492538,0.4925373134328358,0
0,0.7225609756097561,0.8957317073170732,0.5536585365853659,0
1,0.8876651982378855,0.9405286343612335,0.6574889867841409,0
1,0.9480812641083521,0.9977426636568849,0.4898419864559819,0
0,0.9282511210762332,1.0,0.38565022421524664,0
0,0.9314720812182741,1.0,0.5126903553299492,0
0,0.903954802259887,0.9971751412429378,0.3926553672316384,0
1,0.9213483146067416,0.9865168539325843,0.5168539325842697,0
0,0.993103448275862,1.0,0.5862068965517241,0
0,0.8383458646616542,0.9586466165413534,0.45112781954887216,0
0,0.9647058823529412,1.0,0.4323529411764706,0
0,0.958968347010551,0.9941383352872216,0.48651817116060964,0
0,0.9505409582689336,1.0,0.41576506955177744,0
0,0.3975055964182923,0.8464982411256796,0.3054045410937,0
1,0.6942175236264616,0.9277590901810028,0.6142880025628704,0
1,0.5514981273408239,0.9147940074906367,0.7696629213483146,0
0,0.8985507246376812,0.9797101449275363,0.5246376811594203,0
1,0.8896210873146623,0.9752883031301482,0.57166392092257,0
1,0.9566724436741768,0.9982668977469671,0.4904679376083189,0
0,0.6409258285113099,0.9463440294581799,0.47953708574434506,0
0,0.9487951807228916,0.9939759036144579,0.46686746987951805,0
0,0.9500693481276006,0.9986130374479889,0.391123439667129,0
0,0.7928085180659801,0.980275789841159,0.38907313667306687,0
1,0.8627450980392157,0.9429590017825312,0.49019607843137253,0
0,0.9214195183776933,0.9961977186311787,0.5348542458808618,0
0,0.8719211822660099,0.9819376026272578,0.4121510673234811,0
0,0.961890243902439,0.9954268292682927,0.47560975609756095,0
1,0.8494286354470088,0.9760250952274255,0.747479274030921,0
0,0.9150066401062417,0.9907038512616202,0.4541832669322709,0
1,0.9487179487179487,1.0,0.6057692307692307,0
1,0.961439588688946,1.0,0.4884318766066838,0
0,0.94106463878327,0.9866920152091255,0.5760456273764258,0
0,0.916083916083916,0.9790209790209791,0.42657342657342656,0
0,0.8995157384987893,0.9975786924939467,0.5217917675544794,0
0,0.9122807017543859,1.0,0.4807017543859649,0
0,0.6087425796006476,0.9228278467350243,0.36265515380464114,0
1,0.9314420803782506,0.9881796690307328,0.4846335697399527,0
1,0.9074733096085409,0.9848754448398577,0.6423487544483986,0
0,0.83875,0.96375,0.51125,0
0,0.4325581395348837,0.6209302325581395,0.20232558139534884,0
1,0.9344827586206896,0.993103448275862,0.6310344827586207,0
1,0.8410404624277457,0.9739884393063584,0.6098265895953757,0
0,0.7932405566600398,0.9174950298210736,0.34493041749502984,0
0,0.9201596806387226,1.0,0.6826347305389222,0
0,0.9032055311125079,0.9905719673161534,0.6649905719673161,0
0,0.19090909090909092,0.8545454545454545,0.12727272727272726,1
0,0.01702127659574468,0.7148936170212766,0.2553191489361702,1
0,0.4827586206896552,1.0,0.7586206896551724,1
0,0.029850746268656716,0.5671641791044776,0.30149253731343284,1
0,0.02702702702702703,0.6756756756756757,0.21621621621621623,1
0,0.05365853658536585,0.5341463414634147,0.13902439024390245,1
0,0.1554054054054054,0.9459459459459459,0.5135135135135135,1
0,0.22012578616352202,0.9559748427672956,0.2830188679245283,1
0,0.44680851063829785,0.9680851063829787,0.20212765957446807,1
0,0.2,0.95,0.3,1
0,0.9795918367346939,1.0,0.32653061224489793,1
0,0.6940298507462687,0.9626865671641791,0.582089552238806,1
0,0.005154639175257732,0.9742268041237113,0.09278350515463918,1
0,0.5247524752475248,0.9306930693069307,0.9900990099009901,1
0,0.018867924528301886,0.7849056603773585,0.33962264150943394,1
1,0.18128654970760233,0.9766081871345029,0.29239766081871343,1
0,0.0,0.9384615384615385,0.18461538461538463,1
0,0.1588785046728972,0.9158878504672897,0.17757009345794392,1
0,0.026607538802660754,0.5742793791574279,0.13303769401330376,1
0,0.6777777777777778,0.9703703703703703,0.34074074074074073,1
0,0.2508710801393728,0.8013937282229965,0.18815331010452963,1
0,0.047058823529411764,0.8176470588235294,0.08235294117647059,1
0,0.15384615384615385,0.8552036199095022,0.3212669683257919,1
0,0.018518518518518517,0.9259259259259259,0.14814814814814814,1
0,0.0,0.4166666666666667,0.17307692307692307,1
1,0.6631733389226577,0.8595682246908405,0.6405365751414798,2
0,0.014319809069212411,0.9928400954653938,0.06682577565632458,1
0,0.845360824742268,0.9896907216494846,0.7835051546391752,1
0,0.7541899441340782,0.9832402234636871,0.6871508379888268,1
0,0.6064356435643564,0.9504950495049505,0.33910891089108913,1
0,0.005952380952380952,0.3630952380952381,0.23214285714285715,1
0,0.034324942791762014,0.28832951945080093,0.14645308924485126,1
0,0.2403560830860534,0.7002967359050445,0.23738872403560832,1
0,0.055900621118012424,0.5745341614906833,0.2701863354037267,1
0,0.02710027100271003,0.8672086720867209,0.1002710027100271,1
0,0.0031545741324921135,0.8706624605678234,0.0694006309148265,1
0,0.0,0.9333333333333333,0.1794871794871795,1
0,0.009433962264150943,0.7830188679245284,0.2830188679245283,1
0,0.0,0.9280575539568345,0.28776978417266186,1
0,0.0,0.9942196531791907,0.2543352601156069,1
0,0.38974358974358975,0.8025641025641026,0.10256410256410256,1
0,0.025210084033613446,1.0,1.0,1
0,0.7710843373493976,1.0,0.8795180722891566,1
0,0.26732673267326734,0.9752475247524752,0.3564356435643564,1
0,0.0,0.4642857142857143,0.2857142857142857,1
0,0.004514672686230248,0.9616252821670429,0.02708803611738149,1
0,0.9166666666666666,1.0,0.30833333333333335,1
0,0.8586956521739131,1.0,0.9565217391304348,1
1,0.5178571428571429,0.9910714285714286,0.6428571428571429,1
0,0.0,0.9955156950672646,0.21076233183856502,1
0,0.0071174377224199285,0.7758007117437722,0.12455516014234876,1
0,0.1006423982869379,0.8629550321199143,0.08137044967880086,1
0,0.0,0.782312925170068,0.04421768707482993,1
0,0.47058823529411764,0.9411764705882353,0.3235294117647059,2
0,0.6644736842105263,0.993421052631579,0.28289473684210525,2
0,0.017094017094017096,0.47863247863247865,0.08547008547008547,1
1,0.7165605095541401,0.9872611464968153,0.7643312101910829,2
0,0.0,0.9795918367346939,0.02040816326530612,1
0,0.7050359712230215,0.9928057553956835,0.9568345323741008,1
1,0.17475728155339806,0.8796116504854369,0.2504854368932039,1
0,0.0,0.9903147699757869,0.20581113801452786,1
0,0.7650602409638554,1.0,0.9939759036144579,1
0,0.04980842911877394,0.789272030651341,0.3371647509578544,1
0,0.95,1.0,0.5,1
0,0.9134615384615384,1.0,0.47115384615384615,1
0,0.5636363636363636,1.0,0.03636363636363636,1
0,0.04516129032258064,0.8516129032258064,0.8064516129032258,1
0,0.1388888888888889,0.9444444444444444,0.25,1
1,0.014534883720930232,0.5901162790697675,0.17732558139534885,1
0,0.44919786096256686,0.9171122994652406,0.38235294117647056,1
0,0.0196078431372549,0.3333333333333333,0.49019607843137253,1
1,0.8092783505154639,1.0,0.6649484536082474,1
1,0.6617210682492581,0.9821958456973294,0.6646884272997032,1
0,0.7482993197278912,0.9931972789115646,0.5918367346938775,1
0,0.049019607843137254,0.7450980392156863,0.238562091503268,1
0,0.7051520794537555,0.9776536312849162,0.5654872749844817,1
0,0.6944444444444444,0.9722222222222222,0.027777777777777776,1
0,0.0078125,0.984375,0.21875,1
0,0.020080321285140562,0.8755020080321285,0.1285140562248996,1
0,0.9413919413919414,0.9926739926739927,0.34798534798534797,1
0,0.0,0.9230769230769231,0.2097902097902098,1
0,0.9016393442622951,1.0,0.3770491803278688,1
0,0.29615384615384616,0.95,0.3576923076923077,1
0,0.3819628647214854,0.9310344827586207,0.3793103448275862,1
0,0.03636363636363636,0.9818181818181818,0.3090909090909091,1
0,0.06417112299465241,0.4197860962566845,0.20588235294117646,1
0,0.014814814814814815,1.0,0.26666666666666666,1
1,0.91701244813278,0.991701244813278,0.8547717842323651,1
0,0.0410958904109589,0.9931506849315068,0.1780821917808219,1
